"","centroid","annotations","protein"
"9478","centroid_2946","   00564 Glycerophospholipid metabolism","pgsA"
"9479","centroid_2946","   2.7.8  Transferases for other substituted phosphate groups","pgsA"
"9480","centroid_2946","  09103 Lipid metabolism","pgsA"
"9481","centroid_2946","  2.7  Transferring phosphorus-containing groups","pgsA"
"9482","centroid_2946"," 09100 Metabolism","pgsA"
"9483","centroid_2946"," 2. Transferases","pgsA"
"9484","centroid_2947","   03400 DNA repair and recombination proteins [BR:kpu03400]","uvrC"
"9485","centroid_2947","   03420 Nucleotide excision repair","uvrC"
"9486","centroid_2947","  09124 Replication and repair","uvrC"
"9487","centroid_2947","  09182 Protein families: genetic information processing","uvrC"
"9488","centroid_2947"," 09120 Genetic Information Processing","uvrC"
"9489","centroid_2947"," 09180 Brite Hierarchies","uvrC"
"9490","centroid_2948","   02020 Two-component system","uvrY"
"9491","centroid_2948","   02022 Two-component system [BR:kpu02022]","uvrY"
"9492","centroid_2948","  09132 Signal transduction","uvrY"
"9493","centroid_2948","  09183 Protein families: signaling and cellular processes","uvrY"
"9494","centroid_2948"," 09130 Environmental Information Processing","uvrY"
"9495","centroid_2948"," 09180 Brite Hierarchies","uvrY"
"9496","centroid_2950","   02020 Two-component system","sdiA"
"9497","centroid_2950","   02024 Quorum sensing","sdiA"
"9498","centroid_2950","   03000 Transcription factors [BR:kpu03000]","sdiA"
"9499","centroid_2950","  09132 Signal transduction","sdiA"
"9500","centroid_2950","  09145 Cellular community - prokaryotes","sdiA"
"9501","centroid_2950","  09182 Protein families: genetic information processing","sdiA"
"9502","centroid_2950"," 09130 Environmental Information Processing","sdiA"
"9503","centroid_2950"," 09140 Cellular Processes","sdiA"
"9504","centroid_2950"," 09180 Brite Hierarchies","sdiA"
"9505","centroid_2951","    7.4.2.1  ABC-type polar-amino-acid transporter","yecC"
"9506","centroid_2951","   02000 Transporters [BR:kpu02000]","yecC"
"9507","centroid_2951","   02010 ABC transporters","yecC"
"9508","centroid_2951","   7.4.2  Linked to the hydrolysis of a nucleoside triphosphate","yecC"
"9509","centroid_2951","  09131 Membrane transport","yecC"
"9510","centroid_2951","  09183 Protein families: signaling and cellular processes","yecC"
"9511","centroid_2951","  7.4  Catalysing the translocation of amino acids and peptides","yecC"
"9512","centroid_2951"," 09130 Environmental Information Processing","yecC"
"9513","centroid_2951"," 09180 Brite Hierarchies","yecC"
"9514","centroid_2951"," 7. Translocases","yecC"
"9515","centroid_2952","   02000 Transporters [BR:kpu02000]","yecS"
"9516","centroid_2952","   02010 ABC transporters","yecS"
"9517","centroid_2952","  09131 Membrane transport","yecS"
"9518","centroid_2952","  09183 Protein families: signaling and cellular processes","yecS"
"9519","centroid_2952"," 09130 Environmental Information Processing","yecS"
"9520","centroid_2952"," 09180 Brite Hierarchies","yecS"
"9521","centroid_2953","    4.4.1.15  D-cysteine desulfhydrase","yedO"
"9522","centroid_2953","   00270 Cysteine and methionine metabolism","yedO"
"9523","centroid_2953","   4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)","yedO"
"9524","centroid_2953","  09105 Amino acid metabolism","yedO"
"9525","centroid_2953","  4.4  Carbon-sulfur lyases","yedO"
"9526","centroid_2953"," 09100 Metabolism","yedO"
"9527","centroid_2953"," 4. Lyases","yedO"
"9528","centroid_2954","   02000 Transporters [BR:kpu02000]","fliY"
"9529","centroid_2954","   02010 ABC transporters","fliY"
"9530","centroid_2954","   02035 Bacterial motility proteins [BR:kpu02035]","fliY"
"9531","centroid_2954","  09131 Membrane transport","fliY"
"9532","centroid_2954","  09183 Protein families: signaling and cellular processes","fliY"
"9533","centroid_2954"," 09130 Environmental Information Processing","fliY"
"9534","centroid_2954"," 09180 Brite Hierarchies","fliY"
"9535","centroid_2955","    3.2.1.1  alpha-amylase","amyA"
"9536","centroid_2955","   00500 Starch and sucrose metabolism","amyA"
"9537","centroid_2955","   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds","amyA"
"9538","centroid_2955","  09101 Carbohydrate metabolism","amyA"
"9539","centroid_2955","  3.2  Glycosylases","amyA"
"9540","centroid_2955"," 09100 Metabolism","amyA"
"9541","centroid_2955"," 3. Hydrolases","amyA"
"9542","centroid_2957","   02020 Two-component system","rcsA"
"9543","centroid_2957","   02024 Quorum sensing","rcsA"
"9544","centroid_2957","   03000 Transcription factors [BR:kpu03000]","rcsA"
"9545","centroid_2957","  09132 Signal transduction","rcsA"
"9546","centroid_2957","  09145 Cellular community - prokaryotes","rcsA"
"9547","centroid_2957","  09182 Protein families: genetic information processing","rcsA"
"9548","centroid_2957"," 09130 Environmental Information Processing","rcsA"
"9549","centroid_2957"," 09140 Cellular Processes","rcsA"
"9550","centroid_2957"," 09180 Brite Hierarchies","rcsA"
"9551","centroid_2960","    2.7.7.65  diguanylate cyclase","(GenBank) hypothetical protein"
"9552","centroid_2960","   2.7.7  Nucleotidyltransferases","(GenBank) hypothetical protein"
"9553","centroid_2960","  2.7  Transferring phosphorus-containing groups","(GenBank) hypothetical protein"
"9554","centroid_2960"," 2. Transferases","(GenBank) hypothetical protein"
"9555","centroid_2961","   99997 Function unknown","yedI"
"9556","centroid_2961","  09194 Poorly characterized","yedI"
"9557","centroid_2961"," 09190 Not Included in Pathway or Brite","yedI"
"9558","centroid_2963","    3.1.-.-","vsr"
"9559","centroid_2963","   03400 DNA repair and recombination proteins [BR:kpu03400]","vsr"
"9560","centroid_2963","   3.1.-  Acting on ester bonds","vsr"
"9561","centroid_2963","  09182 Protein families: genetic information processing","vsr"
"9562","centroid_2963","  3.1  Acting on ester bonds","vsr"
"9563","centroid_2963"," 09180 Brite Hierarchies","vsr"
"9564","centroid_2963"," 3. Hydrolases","vsr"
"9565","centroid_2964","    2.1.1.37  DNA (cytosine-5-)-methyltransferase","dcm"
"9566","centroid_2964","   00270 Cysteine and methionine metabolism","dcm"
"9567","centroid_2964","   02048 Prokaryotic defense system [BR:kpu02048]","dcm"
"9568","centroid_2964","   03032 DNA replication proteins [BR:kpu03032]","dcm"
"9569","centroid_2964","   03036 Chromosome and associated proteins [BR:kpu03036]","dcm"
"9570","centroid_2964","   2.1.1  Methyltransferases","dcm"
"9571","centroid_2964","  09105 Amino acid metabolism","dcm"
"9572","centroid_2964","  09182 Protein families: genetic information processing","dcm"
"9573","centroid_2964","  09183 Protein families: signaling and cellular processes","dcm"
"9574","centroid_2964","  2.1  Transferring one-carbon groups","dcm"
"9575","centroid_2964"," 09100 Metabolism","dcm"
"9576","centroid_2964"," 09180 Brite Hierarchies","dcm"
"9577","centroid_2964"," 2. Transferases","dcm"
"9578","centroid_2965","   99997 Function unknown","(GenBank) hypothetical protein"
"9579","centroid_2965","  09194 Poorly characterized","(GenBank) hypothetical protein"
"9580","centroid_2965"," 09190 Not Included in Pathway or Brite","(GenBank) hypothetical protein"
"9581","centroid_2967","   02000 Transporters [BR:kpu02000]","ompS"
"9582","centroid_2967","  09183 Protein families: signaling and cellular processes","ompS"
"9583","centroid_2967"," 09180 Brite Hierarchies","ompS"
"9584","centroid_2968","   01002 Peptidases and inhibitors [BR:kpu01002]","(GenBank) hypothetical protein"
"9585","centroid_2968","  09181 Protein families: metabolism","(GenBank) hypothetical protein"
"9586","centroid_2968"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"9587","centroid_2970","   01504 Antimicrobial resistance genes [BR:kpu01504]","(GenBank) LysR-family transcriptional regulator"
"9588","centroid_2970","   03000 Transcription factors [BR:kpu03000]","(GenBank) LysR-family transcriptional regulator"
"9589","centroid_2970","  09182 Protein families: genetic information processing","(GenBank) LysR-family transcriptional regulator"
"9590","centroid_2970","  09183 Protein families: signaling and cellular processes","(GenBank) LysR-family transcriptional regulator"
"9591","centroid_2970"," 09180 Brite Hierarchies","(GenBank) LysR-family transcriptional regulator"
"9592","centroid_2972","   01002 Peptidases and inhibitors [BR:kpu01002]","(GenBank) hypothetical protein"
"9593","centroid_2972","   01011 Peptidoglycan biosynthesis and degradation proteins [BR:kpu01011]","(GenBank) hypothetical protein"
"9594","centroid_2972","  09181 Protein families: metabolism","(GenBank) hypothetical protein"
"9595","centroid_2972"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"9596","centroid_2973","   03000 Transcription factors [BR:kpu03000]","(GenBank) transcriptional regulator of cys regulon"
"9597","centroid_2973","  09182 Protein families: genetic information processing","(GenBank) transcriptional regulator of cys regulon"
"9598","centroid_2973"," 09180 Brite Hierarchies","(GenBank) transcriptional regulator of cys regulon"
"9599","centroid_2974","   03000 Transcription factors [BR:kpu03000]","(GenBank) nitrogen assimilation control protein"
"9600","centroid_2974","  09182 Protein families: genetic information processing","(GenBank) nitrogen assimilation control protein"
"9601","centroid_2974"," 09180 Brite Hierarchies","(GenBank) nitrogen assimilation control protein"
"9602","centroid_2975","    3.2.2.4  AMP nucleosidase","amn"
"9603","centroid_2975","   00230 Purine metabolism","amn"
"9604","centroid_2975","   3.2.2  Hydrolysing N-glycosyl compounds","amn"
"9605","centroid_2975","  09104 Nucleotide metabolism","amn"
"9606","centroid_2975","  3.2  Glycosylases","amn"
"9607","centroid_2975"," 09100 Metabolism","amn"
"9608","centroid_2975"," 3. Hydrolases","amn"
"9609","centroid_2976","   01503 Cationic antimicrobial peptide (CAMP) resistance","pmrD"
"9610","centroid_2976","  09175 Drug resistance: antimicrobial","pmrD"
"9611","centroid_2976"," 09160 Human Diseases","pmrD"
"9612","centroid_2979","    1.3.1.-","(GenBank) putative dehydrogenase"
"9613","centroid_2979","   00640 Propanoate metabolism","(GenBank) putative dehydrogenase"
"9614","centroid_2979","   1.3.1  With NAD+ or NADP+ as acceptor","(GenBank) putative dehydrogenase"
"9615","centroid_2979","  09101 Carbohydrate metabolism","(GenBank) putative dehydrogenase"
"9616","centroid_2979","  1.3  Acting on the CH-CH group of donors","(GenBank) putative dehydrogenase"
"9617","centroid_2979"," 09100 Metabolism","(GenBank) putative dehydrogenase"
"9618","centroid_2979"," 1. Oxidoreductases","(GenBank) putative dehydrogenase"
"9619","centroid_298","   02000 Transporters [BR:kpu02000]","(GenBank) putative outer membrane usher protein"
"9620","centroid_298","   02035 Bacterial motility proteins [BR:kpu02035]","(GenBank) putative outer membrane usher protein"
"9621","centroid_298","   02044 Secretion system [BR:kpu02044]","(GenBank) putative outer membrane usher protein"
"9622","centroid_298","  09183 Protein families: signaling and cellular processes","(GenBank) putative outer membrane usher protein"
"9623","centroid_298"," 09180 Brite Hierarchies","(GenBank) putative outer membrane usher protein"
"9624","centroid_2980","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative TetR-family trancriptional regulatory protein"
"9625","centroid_2980","  09182 Protein families: genetic information processing","(GenBank) putative TetR-family trancriptional regulatory protein"
"9626","centroid_2980"," 09180 Brite Hierarchies","(GenBank) putative TetR-family trancriptional regulatory protein"
"9627","centroid_2981","   02000 Transporters [BR:kpu02000]","(GenBank) putative sodium:hydrogen antiporter"
"9628","centroid_2981","  09183 Protein families: signaling and cellular processes","(GenBank) putative sodium:hydrogen antiporter"
"9629","centroid_2981"," 09180 Brite Hierarchies","(GenBank) putative sodium:hydrogen antiporter"
"9630","centroid_2984","   02048 Prokaryotic defense system [BR:kpu02048]","vagC"
"9631","centroid_2984","  09183 Protein families: signaling and cellular processes","vagC"
"9632","centroid_2984"," 09180 Brite Hierarchies","vagC"
"9633","centroid_2987","    1.11.1.10  chloride peroxidase","(GenBank) putative non-heme chloroperoxidase"
"9634","centroid_2987","   1.11.1  Peroxidases","(GenBank) putative non-heme chloroperoxidase"
"9635","centroid_2987","   99980 Enzymes with EC numbers","(GenBank) putative non-heme chloroperoxidase"
"9636","centroid_2987","  09191 Unclassified: metabolism","(GenBank) putative non-heme chloroperoxidase"
"9637","centroid_2987","  1.11  Acting on a peroxide as acceptor","(GenBank) putative non-heme chloroperoxidase"
"9638","centroid_2987"," 09190 Not Included in Pathway or Brite","(GenBank) putative non-heme chloroperoxidase"
"9639","centroid_2987"," 1. Oxidoreductases","(GenBank) putative non-heme chloroperoxidase"
"9640","centroid_2989","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative LysR-family bacterial regulatory protein"
"9641","centroid_2989","  09182 Protein families: genetic information processing","(GenBank) putative LysR-family bacterial regulatory protein"
"9642","centroid_2989"," 09180 Brite Hierarchies","(GenBank) putative LysR-family bacterial regulatory protein"
"9643","centroid_2995","   02000 Transporters [BR:kpu02000]","shiA"
"9644","centroid_2995","  09183 Protein families: signaling and cellular processes","shiA"
"9645","centroid_2995"," 09180 Brite Hierarchies","shiA"
"9646","centroid_2999","   99995 Signaling proteins","(GenBank) HPP family protein"
"9647","centroid_2999","  09193 Unclassified: signaling and cellular processes","(GenBank) HPP family protein"
"9648","centroid_2999"," 09190 Not Included in Pathway or Brite","(GenBank) HPP family protein"
"9649","centroid_3","    6.3.1.1  aspartate---ammonia ligase","asnA"
"9650","centroid_3","   00250 Alanine, aspartate and glutamate metabolism","asnA"
"9651","centroid_3","   00460 Cyanoamino acid metabolism","asnA"
"9652","centroid_3","   6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)","asnA"
"9653","centroid_3","  09105 Amino acid metabolism","asnA"
"9654","centroid_3","  09106 Metabolism of other amino acids","asnA"
"9655","centroid_3","  6.3  Forming carbon-nitrogen bonds","asnA"
"9656","centroid_3"," 09100 Metabolism","asnA"
"9657","centroid_3"," 6. Ligases","asnA"
"9658","centroid_30","    3.1.1.96  D-aminoacyl-tRNA deacylase","dtd"
"9659","centroid_30","   03016 Transfer RNA biogenesis [BR:kpu03016]","dtd"
"9660","centroid_30","   3.1.1  Carboxylic-ester hydrolases","dtd"
"9661","centroid_30","  09182 Protein families: genetic information processing","dtd"
"9662","centroid_30","  3.1  Acting on ester bonds","dtd"
"9663","centroid_30"," 09180 Brite Hierarchies","dtd"
"9664","centroid_30"," 3. Hydrolases","dtd"
"9665","centroid_3000","    3.3.1.1  adenosylhomocysteinase","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9666","centroid_3000","   00270 Cysteine and methionine metabolism","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9667","centroid_3000","   01009 Protein phosphatases and associated proteins [BR:kpu01009]","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9668","centroid_3000","   04147 Exosome [BR:kpu04147]","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9669","centroid_3000","   3.3.1  Thioether and trialkylsulfonium hydrolases","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9670","centroid_3000","  09105 Amino acid metabolism","(GenBank) putative S-adenosylhomocysteine hydrolase"
"9671","centroid_3000","  09181 Protein families: metabolism","(GenBank) putative S-adenosylhomocysteine hydrolase"
